#Times 	                 Airmass 	 Delta Wav 	 FWHM 	        Sky Flux 	      Trace Center 
2457077.7448275099 	 1.0900000000 	 -0.6130954042 	 2.5171237758 	 38.5153154014 	 308.2101867487 
2457077.7454177933 	 1.0910000000 	 -0.6175942207 	 2.4949041452 	 38.5993424322 	 308.2978735278 
2457077.7459965027 	 1.0920000000 	 -0.6223063806 	 2.3214826456 	 38.4199058703 	 308.2479688494 
2457077.7465867861 	 1.0930000000 	 -0.6267960364 	 2.3013246330 	 38.9258523375 	 308.1883690844 
2457077.7471770700 	 1.0940000000 	 -0.6310332885 	 2.2699481397 	 38.7581382302 	 308.2602841789 
2457077.7477673534 	 1.0950000000 	 -0.6353868972 	 2.3842606526 	 38.9856993733 	 308.2311408836 
2457077.7483576373 	 1.0960000000 	 -0.6405155121 	 2.3791281321 	 39.6152541736 	 308.2945573343 
2457077.7489363467 	 1.0970000000 	 -0.6472365889 	 2.3498502217 	 39.0353380181 	 308.3014332973 
2457077.7495266302 	 1.0980000000 	 -0.6564241784 	 2.3048287693 	 39.2462205386 	 308.2507310403 
2457077.7501169136 	 1.0990000000 	 -0.6689053845 	 2.3513771427 	 38.1220023752 	 308.2226448579 
2457077.7507071975 	 1.1000000000 	 -0.6852632911 	 2.4279106541 	 39.3546857173 	 308.3548982096 
2457077.7512859064 	 1.1010000000 	 -0.7055112268 	 2.3748137978 	 39.8025373400 	 308.3210191555 
2457077.7518761903 	 1.1020000000 	 -0.7287944023 	 2.4967553577 	 39.3458338601 	 308.3290930010 
2457077.7524664737 	 1.1030000000 	 -0.7533133912 	 2.6560537809 	 39.3523888488 	 308.3879664580 
2457077.7530567572 	 1.1040000000 	 -0.7766526739 	 2.4792231611 	 39.5994391425 	 308.3457416533 
2457077.7536470410 	 1.1050000000 	 -0.7963740662 	 2.3728547805 	 39.2407259051 	 308.3295348857 
2457077.7542373245 	 1.1070000000 	 -0.8105966487 	 2.4979812835 	 38.9959800291 	 308.5245505823 
2457077.7548160339 	 1.1080000000 	 -0.8182516277 	 2.4036506402 	 39.0781365573 	 308.5015924666 
2457077.7554063173 	 1.1090000000 	 -0.8190475671 	 2.3723341368 	 38.9664152323 	 308.2500559315 
2457077.7559966007 	 1.1100000000 	 -0.8133927365 	 2.5418754782 	 39.0575341770 	 308.2579391647 
2457077.7565753101 	 1.1110000000 	 -0.8025135155 	 2.4423027755 	 38.8252557824 	 308.3082490538 
2457077.7571655940 	 1.1130000000 	 -0.7887025243 	 2.5084040049 	 38.6377986147 	 308.3073741307 
2457077.7577443030 	 1.1140000000 	 -0.7753278920 	 2.5112932143 	 38.2411661474 	 308.4182195801 
2457077.7583345869 	 1.1150000000 	 -0.7662128536 	 2.3536913993 	 37.9799128782 	 308.3668390088 
2457077.7589248703 	 1.1170000000 	 -0.7644236464 	 2.2879848470 	 38.8928499608 	 308.3079196081 
2457077.7595151537 	 1.1180000000 	 -0.7709746840 	 2.3587844037 	 38.9985395845 	 308.2392645792 
2457077.7606841465 	 1.1210000000 	 -0.8005492886 	 2.4370143661 	 39.5594666612 	 308.3102251424 
2457077.7612744300 	 1.1220000000 	 -0.8154633959 	 2.4587204472 	 38.7318569577 	 308.3339280271 
2457077.7618647139 	 1.1230000000 	 -0.8253842115 	 2.4078418840 	 38.9576731737 	 308.4433219736 
2457077.7624549973 	 1.1250000000 	 -0.8283973130 	 2.5809396272 	 38.8734610422 	 308.4489332470 
2457077.7630337067 	 1.1260000000 	 -0.8243610537 	 2.5202742202 	 38.1452682574 	 308.3816530962 
2457077.7636239901 	 1.1280000000 	 -0.8144723734 	 2.4437871448 	 39.2974047491 	 308.5147902906 
2457077.7642142735 	 1.1290000000 	 -0.8007673427 	 2.5462679009 	 39.1929558855 	 308.4652363763 
2457077.7648045570 	 1.1300000000 	 -0.7858042209 	 2.5673739756 	 39.4584433686 	 308.4114915660 
2457077.7653948404 	 1.1320000000 	 -0.7724108048 	 2.6964003340 	 39.0644081740 	 308.3348984730 
2457077.7659735498 	 1.1330000000 	 -0.7633000056 	 3.3534725389 	 40.1492208825 	 308.3577791955 
2457077.7665638332 	 1.1350000000 	 -0.7604782744 	 3.2690227873 	 39.8800107887 	 308.5912653194 
2457077.7671541166 	 1.1370000000 	 -0.7646853333 	 2.9189054311 	 39.4719709015 	 308.3768041131 
2457077.7677328261 	 1.1380000000 	 -0.7751288102 	 3.0476764989 	 39.7375718172 	 308.5353592148 
2457077.7683231095 	 1.1400000000 	 -0.7897433209 	 2.9147060553 	 39.8183671202 	 308.4312760658 
2457077.7689133929 	 1.1410000000 	 -0.8058602809 	 2.8292559772 	 39.2230161612 	 308.4223899615 
2457077.7695152508 	 1.1430000000 	 -0.8210468388 	 2.5964636423 	 39.3343013532 	 308.3594110550 
2457077.7701055342 	 1.1450000000 	 -0.8337489262 	 2.7530854239 	 39.6906724388 	 308.3905009319 
2457077.7706958177 	 1.1460000000 	 -0.8435452914 	 2.8624030181 	 39.7543776874 	 308.3392298485 
2457077.7712745271 	 1.1480000000 	 -0.8509747953 	 2.7671896767 	 39.1831147045 	 308.3535028475 
2457077.7718648105 	 1.1500000000 	 -0.8570716159 	 2.7543043868 	 39.0491397765 	 308.3645760219 
2457077.7724550939 	 1.1510000000 	 -0.8628040649 	 2.7263633384 	 38.7960135224 	 308.2845324676 
2457077.7730453773 	 1.1530000000 	 -0.8686494797 	 2.5840710223 	 38.6444412900 	 308.2485538511 
2457077.7736356608 	 1.1550000000 	 -0.8744331126 	 2.4784301413 	 39.2484270157 	 308.2728364199 
2457077.7742143697 	 1.1570000000 	 -0.8794617639 	 2.5044778098 	 38.7496193936 	 308.3091348930 
2457077.7748046536 	 1.1580000000 	 -0.8828402503 	 2.7248503807 	 39.2172088700 	 308.2227837270 
2457077.7753949370 	 1.1600000000 	 -0.8838279448 	 2.5766394160 	 39.7111113860 	 308.2812221142 
2457077.7759852204 	 1.1620000000 	 -0.8820939610 	 2.6674378814 	 39.7755144555 	 308.4240824355 
2457077.7765755039 	 1.1640000000 	 -0.8778031935 	 2.6535212686 	 40.2998354342 	 308.4615521216 
2457077.7777444962 	 1.1680000000 	 -0.8639374308 	 2.9038198011 	 39.8944050713 	 308.3054569490 
2457077.7783347797 	 1.1700000000 	 -0.8557579364 	 3.0699776407 	 39.7169512382 	 308.2758589631 
2457077.7789134891 	 1.1720000000 	 -0.8474567665 	 2.8489214474 	 39.1447654232 	 308.3358392196 
2457077.7795037725 	 1.1740000000 	 -0.8393374605 	 2.7329801731 	 39.4153144877 	 308.4059565676 
2457077.7800940559 	 1.1760000000 	 -0.8316017443 	 2.7109408252 	 39.0635512323 	 308.4549575229 
2457077.7806727649 	 1.1770000000 	 -0.8243814890 	 2.5750145123 	 39.3654607829 	 308.4689478348 
2457077.7812630483 	 1.1800000000 	 -0.8176941121 	 2.5425486840 	 39.2921707742 	 308.1940695587 
2457077.7818533317 	 1.1820000000 	 -0.8113694007 	 2.8010835060 	 39.6597259653 	 308.5546018762 
2457077.7830223246 	 1.1860000000 	 -0.7983821085 	 2.6310631758 	 40.0458895449 	 308.4983139587 
2457077.7842028914 	 1.1900000000 	 -0.7830939859 	 2.5763038773 	 39.9632491950 	 308.3587274908 
2457077.7847931748 	 1.1920000000 	 -0.7746631559 	 2.6421844201 	 39.9528298781 	 308.2613921006 
2457077.7853718838 	 1.1940000000 	 -0.7660624437 	 2.5176251063 	 39.7471792200 	 308.3476834561 
2457077.7859621672 	 1.1970000000 	 -0.7575470826 	 2.4184873577 	 39.6802406670 	 308.4717809649 
2457077.7865524506 	 1.1990000000 	 -0.7492758043 	 2.6607947783 	 39.5324621855 	 308.3407231911 
2457077.7871427340 	 1.2010000000 	 -0.7413314891 	 2.4727527812 	 39.7240608626 	 308.4508180984 
2457077.7883117264 	 1.2060000000 	 -0.7265779538 	 2.5099014047 	 40.2159055271 	 308.5469027552 
2457077.7889020098 	 1.2080000000 	 -0.7198235625 	 2.5364671779 	 39.9040290624 	 308.4234288127 
2457077.7894922933 	 1.2100000000 	 -0.7135394872 	 2.4715155992 	 40.0396395856 	 308.3367185124 
2457077.7900710022 	 1.2130000000 	 -0.7078169829 	 2.4205956036 	 39.8397281180 	 308.3797824710 
2457077.7906612856 	 1.2150000000 	 -0.7027976489 	 2.8123700550 	 39.6914736893 	 308.3673092385 
2457077.7912515691 	 1.2170000000 	 -0.6986337641 	 2.4584195376 	 40.5120651947 	 308.3308796692 
2457077.7918302785 	 1.2200000000 	 -0.6954229752 	 2.5572511389 	 40.4586549792 	 308.5010563991 
2457077.7924205614 	 1.2220000000 	 -0.6931549813 	 2.8136135591 	 40.6535707366 	 308.4316564422 
2457077.7930108448 	 1.2250000000 	 -0.6917137231 	 3.0679460134 	 41.0315138133 	 308.4717588234 
2457077.7936127027 	 1.2270000000 	 -0.6909236761 	 3.0327202732 	 43.9672408005 	 308.4354890159 
2457077.7942145602 	 1.2300000000 	 -0.6906174917 	 2.9660979578 	 44.3368466462 	 308.3882580386 
2457077.7948279916 	 1.2330000000 	 -0.6906880398 	 2.6757994025 	 43.9634015555 	 308.4147380529 
2457077.7954414235 	 1.2350000000 	 -0.6911142708 	 2.7734391044 	 44.3217871352 	 308.4965267152 
2457077.7960548550 	 1.2380000000 	 -0.6919621461 	 2.9444686717 	 44.7814111817 	 308.4908590167 
2457077.7966567124 	 1.2410000000 	 -0.6933834807 	 2.5490954707 	 44.0265119615 	 308.4693806970 
2457077.7972701443 	 1.2430000000 	 -0.6956174285 	 2.7019820805 	 44.4458667224 	 308.5059018834 
2457077.7978835758 	 1.2460000000 	 -0.6989931820 	 2.8921338318 	 44.4934709289 	 308.4348030504 
2457077.7984970077 	 1.2490000000 	 -0.7039327925 	 2.8220437393 	 45.0487640267 	 308.6112671533 
2457077.7990988651 	 1.2520000000 	 -0.7109287107 	 2.8498405207 	 44.2643143501 	 308.6097546357 
2457077.7997122970 	 1.2550000000 	 -0.7204849175 	 2.9652522847 	 45.1731742126 	 308.7112134638 
2457077.8003257285 	 1.2580000000 	 -0.7329779664 	 2.9123219781 	 45.1894513768 	 308.4933200261 
2457077.8009275859 	 1.2610000000 	 -0.7484331101 	 2.7506414900 	 44.8075069122 	 308.4562682214 
2457077.8015525918 	 1.2640000000 	 -0.7662591036 	 2.6829461354 	 44.8836460543 	 308.6240863782 
2457077.8021544493 	 1.2670000000 	 -0.7850830969 	 2.7114005847 	 43.4437567393 	 308.6283692830 
2457077.8027678812 	 1.2700000000 	 -0.8028607275 	 2.5311338450 	 43.2116075355 	 308.4805337890 
2457077.8033813126 	 1.2730000000 	 -0.8173160401 	 2.7659308575 	 43.5011567338 	 308.4282912460 
2457077.8039947441 	 1.2760000000 	 -0.8265822119 	 2.8798937350 	 43.9842179767 	 308.4467554922 
2457077.8045966020 	 1.2790000000 	 -0.8297400498 	 2.8304626612 	 43.9285398561 	 308.5097000467 
2457077.8051984594 	 1.2820000000 	 -0.8269837035 	 2.8254437687 	 43.8656538856 	 308.5003585436 
2457077.8058234649 	 1.2860000000 	 -0.8193554336 	 2.8943895184 	 43.0495680210 	 308.5093586103 
2457077.8064368968 	 1.2890000000 	 -0.8082399040 	 2.7934694251 	 43.2702170153 	 308.5527464155 
2457077.8070503282 	 1.2920000000 	 -0.7949139448 	 2.9209892310 	 43.5450740620 	 308.5664360738 
2457077.8076637601 	 1.2960000000 	 -0.7803637192 	 2.9925489450 	 43.3311068386 	 308.5779055680 
2457077.8082771916 	 1.2990000000 	 -0.7653663341 	 3.1199198444 	 43.6730337846 	 308.5938053509 
2457077.8088790490 	 1.3020000000 	 -0.7506739493 	 3.0054610114 	 45.4433326714 	 308.6111143356 
2457077.8095156290 	 1.3060000000 	 -0.7370951335 	 2.9540251796 	 48.0162485420 	 308.5383015186 
2457077.8101522089 	 1.3090000000 	 -0.7253979230 	 2.9607639426 	 47.0466538583 	 308.5589696232 
2457077.8107887888 	 1.3130000000 	 -0.7161034378 	 3.0278143025 	 48.4318559350 	 308.4986245520 
2457077.8114253688 	 1.3170000000 	 -0.7093270909 	 3.1545500228 	 48.7477281916 	 308.5696706163 
2457077.8120503747 	 1.3200000000 	 -0.7047714418 	 3.1206889462 	 48.1287322325 	 308.5342308696 
2457077.8126869546 	 1.3240000000 	 -0.7018698539 	 3.2324663029 	 47.6130474496 	 308.5339682029 
2457077.8133235346 	 1.3280000000 	 -0.6999961171 	 3.1452187264 	 46.9877614932 	 308.5713802408 
2457077.8139485405 	 1.3320000000 	 -0.6986353950 	 3.3427745828 	 47.6485134493 	 308.5379536383 
2457077.8145851204 	 1.3350000000 	 -0.6974767077 	 3.2379377639 	 47.3165574281 	 308.6102158128 
2457077.8152217004 	 1.3390000000 	 -0.6964134074 	 3.4052003859 	 47.1714741954 	 308.6046730362 
2457077.8158582803 	 1.3430000000 	 -0.6954909659 	 3.2604405829 	 47.8608895866 	 308.6012279667 
2457077.8164832862 	 1.3470000000 	 -0.6948255252 	 3.2379605063 	 47.2427055446 	 308.5835970038 
2457077.8171198661 	 1.3510000000 	 -0.6945337709 	 3.8907548987 	 48.5254615700 	 308.5874729353 
2457077.8177564461 	 1.3550000000 	 -0.6946879042 	 3.4574782043 	 48.0684371051 	 308.7019875805 
2457077.8183930260 	 1.3600000000 	 -0.6952993815 	 3.5020833073 	 48.2445114175 	 308.5965249843 
2457077.8190296059 	 1.3640000000 	 -0.6963262508 	 3.3648092992 	 48.2549452731 	 308.5421686847 
2457077.8196546114 	 1.3680000000 	 -0.6976785016 	 3.0765393333 	 47.6004471429 	 308.6112867292 
2457077.8202911913 	 1.3720000000 	 -0.6992206162 	 3.0754567505 	 47.0544615879 	 308.6969492253 
2457077.8209277713 	 1.3770000000 	 -0.7007850649 	 3.2595712291 	 47.8672837628 	 308.5931058460 
2457077.8215643512 	 1.3810000000 	 -0.7021952511 	 3.3254314243 	 47.3993731433 	 308.6457963580 
2457077.8228259371 	 1.3900000000 	 -0.7041926170 	 3.0839754244 	 47.2735597450 	 308.5487321003 
2457077.8234625170 	 1.3940000000 	 -0.7050232144 	 3.3466875755 	 47.5444993699 	 308.5823452227 
2457077.8240990969 	 1.3990000000 	 -0.7063129466 	 3.4622422030 	 48.2173530056 	 308.5134919914 
2457077.8247356769 	 1.4030000000 	 -0.7087617549 	 3.3267704780 	 48.1929233956 	 308.4493116871 
2457077.8253722568 	 1.4080000000 	 -0.7130995991 	 3.3960124978 	 48.3865148122 	 308.6233539112 
2457077.8259972623 	 1.4130000000 	 -0.7197885801 	 3.3474314356 	 47.3821490131 	 308.7236791232 
2457077.8266338422 	 1.4170000000 	 -0.7286908350 	 3.3873106587 	 47.7105510177 	 308.6106865078 
2457077.8272704221 	 1.4220000000 	 -0.7388422164 	 3.3908029298 	 47.7175793304 	 308.6280496099 
2457077.8279070021 	 1.4270000000 	 -0.7484978132 	 3.2512458426 	 47.6331713330 	 308.5065818297 
2457077.8285435820 	 1.4320000000 	 -0.7555253040 	 3.4883994009 	 48.7607818205 	 308.5599770844 
2457077.8304417473 	 1.4470000000 	 -0.7460343435 	 3.5029393071 	 47.9258334026 	 308.5498241709 
2457077.8310783273 	 1.4520000000 	 -0.7319839068 	 3.6380628108 	 48.7551574152 	 308.4760498098 
2457077.8317149072 	 1.4570000000 	 -0.7135733845 	 4.2042295680 	 49.6861059072 	 308.6737222173 
2457077.8323514871 	 1.4630000000 	 -0.6914731933 	 3.9729821552 	 48.9150528054 	 308.6534996830 
2457077.8329764926 	 1.4680000000 	 -0.6662279580 	 3.4123583816 	 49.4884484629 	 308.7104456781 
2457077.8342496525 	 1.4790000000 	 -0.6104551475 	 3.4422433218 	 50.2362738880 	 308.6964996264 
2457077.8348862324 	 1.4840000000 	 -0.5843543328 	 3.4184964908 	 50.1560715445 	 308.6253027079 
2457077.8355343863 	 1.4900000000 	 -0.5639411110 	 3.4194164938 	 53.2357759432 	 308.5325313673 
2457077.8362056888 	 1.4950000000 	 -0.5526646732 	 3.7511133981 	 56.7802934379 	 308.5981883759 
